vector_index,ID,Symbol,Security,Wikipedia_URL,Symbol_meta,Security_meta,Wikipedia_URL_meta,Intro,cluster,cluster_prob,umap_x,umap_y,cluster_str,hover
10,11,APD,Air Products,https://en.wikipedia.org/wiki/Air_Products,APD,Air Products,https://en.wikipedia.org/wiki/Air_Products,"Air Products and Chemicals, Inc. is a U.S.-based international corporation whose principal business is selling gases and chemicals for industrial use. Air Products is headquartered in Trexlertown, Pennsylvania, in the Lehigh Valley region of eastern Pennsylvania.",-1,0.0,0.02869391,-0.23620555,noise,"ID: 11
Symbol: APD
Security: Air Products
Cluster: noise
Prob: 0.000

Air Products and Chemicals, Inc. is a U.S.-based international corporation whose principal business is selling gases and chemicals for industrial use. Air Products is headquartered in Trexlertown,..."
11,12,ABNB,Airbnb,https://en.wikipedia.org/wiki/Airbnb,ABNB,Airbnb,https://en.wikipedia.org/wiki/Airbnb,"Airbnb, Inc. is an American company operating an online marketplace for short-and-long-term homestays, experiences and services in various countries and regions. It acts as a broker and charges a commission from each booking. Airbnb was founded in 2008 by Brian Chesky, Nathan Blecharczyk, and Joe Gebbia.",-1,0.0,0.08531779,0.18904771,noise,"ID: 12
Symbol: ABNB
Security: Airbnb
Cluster: noise
Prob: 0.000

Airbnb, Inc. is an American company operating an online marketplace for short-and-long-term homestays, experiences and services in various countries and regions. It acts as a broker and charges a..."
12,13,AKAM,Akamai Technologies,https://en.wikipedia.org/wiki/Akamai_Technologies,AKAM,Akamai Technologies,https://en.wikipedia.org/wiki/Akamai_Technologies,"Akamai Technologies, Inc. is an American company specialized in content delivery network (CDN), cybersecurity, DDoS mitigation, and cloud services. It is headquartered in Cambridge, Massachusetts.",-1,0.0,0.18195644,-0.03980365,noise,"ID: 13
Symbol: AKAM
Security: Akamai Technologies
Cluster: noise
Prob: 0.000

Akamai Technologies, Inc. is an American company specialized in content delivery network (CDN), cybersecurity, DDoS mitigation, and cloud services. It is headquartered in Cambridge, Massachusetts."
13,14,ALB,Albemarle Corporation,https://en.wikipedia.org/wiki/Albemarle_Corporation,ALB,Albemarle Corporation,https://en.wikipedia.org/wiki/Albemarle_Corporation,"Albemarle Corporation is an American specialty chemicals manufacturing company based in Charlotte, North Carolina. It serves several different industries including Agriculture/Food, Automotive/EV, Aviation/Aerospace, Building/Construction, Conventional Energy, Electronics, Grid Storage, and Industrial Processes. The company reported over $5.4 Billion in revenue in 2024.",-1,0.0,0.013401914,-0.17033136,noise,"ID: 14
Symbol: ALB
Security: Albemarle Corporation
Cluster: noise
Prob: 0.000

Albemarle Corporation is an American specialty chemicals manufacturing company based in Charlotte, North Carolina. It serves several different industries including Agriculture/Food, Automotive/EV,..."
14,15,ARE,Alexandria Real Estate Equities,https://en.wikipedia.org/wiki/Alexandria_Real_Estate_Equities,ARE,Alexandria Real Estate Equities,https://en.wikipedia.org/wiki/Alexandria_Real_Estate_Equities,"Alexandria Real Estate Equities, Inc. is a real estate investment trust based in Pasadena, California that invests in office buildings and laboratories leased to tenants in the life science and technology industries. Properties are generally located near universities to attract tenants. The company owns several major technology/biotechnology office campuses including the 740,972 square foot Alexandria Center for Life Science in Manhattan, and the 2,365,487 square foot Alexandria Center at Kendall Square and the 1,181,635 square foot Technology Square in the Boston area.",-1,0.0,-0.043171108,-0.09432479,noise,"ID: 15
Symbol: ARE
Security: Alexandria Real Estate Equities
Cluster: noise
Prob: 0.000

Alexandria Real Estate Equities, Inc. is a real estate investment trust based in Pasadena, California that invests in office buildings and laboratories leased to tenants in the life science and..."
15,16,ALGN,Align Technology,https://en.wikipedia.org/wiki/Align_Technology,ALGN,Align Technology,https://en.wikipedia.org/wiki/Align_Technology,"Align Technology, Inc. is an American manufacturer of 3D digital scanners and Invisalign clear aligners used in orthodontics and restorative workflow. It was founded in 1997 and is headquartered in Tempe, Arizona. The company manufactures the aligners in Juarez, Mexico, and its scanners in Israel and China. The company is best known for its Invisalign system, which is a clear aligner treatment used to straighten teeth.",-1,0.0,0.30190834,-0.06304771,noise,"ID: 16
Symbol: ALGN
Security: Align Technology
Cluster: noise
Prob: 0.000

Align Technology, Inc. is an American manufacturer of 3D digital scanners and Invisalign clear aligners used in orthodontics and restorative workflow. It was founded in 1997 and is headquartered in..."
16,17,ALLE,Allegion,https://en.wikipedia.org/wiki/Allegion,ALLE,Allegion,https://en.wikipedia.org/wiki/Allegion,Allegion plc is an American Irish-domiciled provider of security products for homes and businesses.,-1,0.0,0.0506435,-0.058435597,noise,"ID: 17
Symbol: ALLE
Security: Allegion
Cluster: noise
Prob: 0.000

Allegion plc is an American Irish-domiciled provider of security products for homes and businesses."
17,18,LNT,Alliant Energy,https://en.wikipedia.org/wiki/Alliant_Energy,LNT,Alliant Energy,https://en.wikipedia.org/wiki/Alliant_Energy,"Alliant Energy Corporation is a public utility holding company headquartered in Madison, Wisconsin, providing power in Iowa and Wisconsin.",-1,0.0,-0.19708148,-0.22441848,noise,"ID: 18
Symbol: LNT
Security: Alliant Energy
Cluster: noise
Prob: 0.000

Alliant Energy Corporation is a public utility holding company headquartered in Madison, Wisconsin, providing power in Iowa and Wisconsin."
18,19,ALL,Allstate,https://en.wikipedia.org/wiki/Allstate,ALL,Allstate,https://en.wikipedia.org/wiki/Allstate,"The Allstate Corporation is an American insurance company, headquartered in Glenview, Illinois since 2022. Founded in 1931 as part of Sears, Roebuck and Co., it was spun off in 1993, but was still partially owned by Sears until it became an independent company completely in June 1995. The company also has personal line insurance operations in Canada.",-1,0.0,-0.07484242,0.09113328,noise,"ID: 19
Symbol: ALL
Security: Allstate
Cluster: noise
Prob: 0.000

The Allstate Corporation is an American insurance company, headquartered in Glenview, Illinois since 2022. Founded in 1931 as part of Sears, Roebuck and Co., it was spun off in 1993, but was still..."
19,20,GOOGL,Alphabet Inc. (Class A),https://en.wikipedia.org/wiki/Alphabet_Inc.,GOOGL,Alphabet Inc. (Class A),https://en.wikipedia.org/wiki/Alphabet_Inc.,"Alphabet Inc. is an American multinational technology conglomerate holding company headquartered in Mountain View, California. Alphabet is the world's third-largest technology company by revenue, after Amazon and Apple, the largest technology company by profit, and one of the world's most valuable companies. It was created through a restructuring of Google on October 2, 2015, and became the parent holding company of Google and several former Google subsidiaries. Alphabet is listed on the large-cap section of the Nasdaq under the ticker symbols GOOGL and GOOG; both classes of stock are components of major stock market indices such as the S&P 500 and Nasdaq-100. Alphabet is considered part of the Big Tech group, alongside Nvidia, Microsoft, Apple, Amazon, and Meta.",-1,0.0,0.16294602,0.20309836,noise,"ID: 20
Symbol: GOOGL
Security: Alphabet Inc. (Class A)
Cluster: noise
Prob: 0.000

Alphabet Inc. is an American multinational technology conglomerate holding company headquartered in Mountain View, California. Alphabet is the world's third-largest technology company by revenue,..."
20,21,GOOG,Alphabet Inc. (Class C),https://en.wikipedia.org/wiki/Alphabet_Inc.,GOOG,Alphabet Inc. (Class C),https://en.wikipedia.org/wiki/Alphabet_Inc.,"Alphabet Inc. is an American multinational technology conglomerate holding company headquartered in Mountain View, California. Alphabet is the world's third-largest technology company by revenue, after Amazon and Apple, the largest technology company by profit, and one of the world's most valuable companies. It was created through a restructuring of Google on October 2, 2015, and became the parent holding company of Google and several former Google subsidiaries. Alphabet is listed on the large-cap section of the Nasdaq under the ticker symbols GOOGL and GOOG; both classes of stock are components of major stock market indices such as the S&P 500 and Nasdaq-100. Alphabet is considered part of the Big Tech group, alongside Nvidia, Microsoft, Apple, Amazon, and Meta.",-1,0.0,0.16294602,0.20309836,noise,"ID: 21
Symbol: GOOG
Security: Alphabet Inc. (Class C)
Cluster: noise
Prob: 0.000

Alphabet Inc. is an American multinational technology conglomerate holding company headquartered in Mountain View, California. Alphabet is the world's third-largest technology company by revenue,..."
21,22,MO,Altria,https://en.wikipedia.org/wiki/Altria,MO,Altria,https://en.wikipedia.org/wiki/Altria,"Altria Group, Inc. is an American corporation and one of the world's largest producers and marketers of tobacco, cigarettes, and medical products in the treatment of illnesses caused by tobacco. It operates worldwide and is headquartered in the city of Richmond, Virginia.",-1,0.0,0.057669353,0.032060813,noise,"ID: 22
Symbol: MO
Security: Altria
Cluster: noise
Prob: 0.000

Altria Group, Inc. is an American corporation and one of the world's largest producers and marketers of tobacco, cigarettes, and medical products in the treatment of illnesses caused by tobacco. It..."
22,23,AMZN,Amazon,https://en.wikipedia.org/wiki/Amazon_(company),AMZN,Amazon,https://en.wikipedia.org/wiki/Amazon_(company),"Amazon.com, Inc., doing business as Amazon, is an American multinational technology company engaged in e-commerce, cloud computing, online advertising, digital streaming, and artificial intelligence. Founded in 1994 by Jeff Bezos in Bellevue, Washington, the company originally started as an online marketplace for books, but gradually expanded its offerings to include a wide range of product categories, referred to as ""The Everything Store"". Amazon is considered part of the Big Tech group, alongside Nvidia, Microsoft, Apple, Alphabet, and Meta.",-1,0.0,0.18877609,0.09037125,noise,"ID: 23
Symbol: AMZN
Security: Amazon
Cluster: noise
Prob: 0.000

Amazon.com, Inc., doing business as Amazon, is an American multinational technology company engaged in e-commerce, cloud computing, online advertising, digital streaming, and artificial intelligence...."
23,24,AMCR,Amcor,https://en.wikipedia.org/wiki/Amcor,AMCR,Amcor,https://en.wikipedia.org/wiki/Amcor,"Amcor plc is an Australian-founded Jersey-domiciled global packaging company based in Switzerland. It develops and produces flexible packaging, rigid containers, specialty cartons, closures and services for food, beverage, pharmaceutical, medical-device, home and personal-care, and other products.",-1,0.0,0.12891877,-0.07858226,noise,"ID: 24
Symbol: AMCR
Security: Amcor
Cluster: noise
Prob: 0.000

Amcor plc is an Australian-founded Jersey-domiciled global packaging company based in Switzerland. It develops and produces flexible packaging, rigid containers, specialty cartons, closures and..."
24,25,AEE,Ameren,https://en.wikipedia.org/wiki/Ameren,AEE,Ameren,https://en.wikipedia.org/wiki/Ameren,"Ameren Corporation is an American power company created December 31, 1997, by the merger of Union Electric Company of St. Louis, Missouri and the neighboring Central Illinois Public Service Company of Springfield, Illinois. It is now a holding company for several power companies and energy companies. The company is based in St. Louis, with 2.4 million electric, and 900,000 natural gas customers across 64,000 square miles in central and eastern Missouri and the southern four-fifths of Illinois by area.",-1,0.0,-0.32020107,-0.19861916,noise,"ID: 25
Symbol: AEE
Security: Ameren
Cluster: noise
Prob: 0.000

Ameren Corporation is an American power company created December 31, 1997, by the merger of Union Electric Company of St. Louis, Missouri and the neighboring Central Illinois Public Service Company..."
25,26,AEP,American Electric Power,https://en.wikipedia.org/wiki/American_Electric_Power,AEP,American Electric Power,https://en.wikipedia.org/wiki/American_Electric_Power,"American Electric Power Company, Inc. is an American domestic electric utility company in the United States. It is one of the largest electric utility companies in the country, with more than five million customers in 11 states.",-1,0.0,-0.32147244,-0.2517935,noise,"ID: 26
Symbol: AEP
Security: American Electric Power
Cluster: noise
Prob: 0.000

American Electric Power Company, Inc. is an American domestic electric utility company in the United States. It is one of the largest electric utility companies in the country, with more than..."
26,27,AXP,American Express,https://en.wikipedia.org/wiki/American_Express,AXP,American Express,https://en.wikipedia.org/wiki/American_Express,"American Express Company or Amex is an American bank holding company and multinational financial services corporation that specializes in payment cards. It is headquartered at 200 Vesey Street, also known as American Express Tower, in the Battery Park City neighborhood of Lower Manhattan.",-1,0.0,-0.107867345,0.14743021,noise,"ID: 27
Symbol: AXP
Security: American Express
Cluster: noise
Prob: 0.000

American Express Company or Amex is an American bank holding company and multinational financial services corporation that specializes in payment cards. It is headquartered at 200 Vesey Street, also..."
